filename,expiry_date,freshness_class
JUICE\JUICE0031.png,2025-07-16,expiring_soon
JUICE\JUICE0032.png,2025-07-27,fresh
JUICE\JUICE0033.png,2025-07-15,expiring_soon
JUICE\JUICE0034.png,2025-09-05,fresh
JUICE\JUICE0035.png,2025-07-29,fresh
JUICE\JUICE0036.png,2025-08-01,fresh
JUICE\JUICE0037.png,2025-06-27,expired
JUICE\JUICE0038.png,2025-09-03,fresh
JUICE\JUICE0039.png,2025-07-28,fresh
JUICE\JUICE0040.png,2025-08-09,fresh
JUICE\JUICE0041.png,2025-08-07,fresh
JUICE\JUICE0042.png,2025-07-23,expiring_soon
JUICE\JUICE0043.png,2025-08-25,fresh
JUICE\JUICE0044.png,2025-07-19,expiring_soon
JUICE\JUICE0045.png,2025-08-07,fresh
JUICE\JUICE0046.png,2025-07-27,fresh
JUICE\JUICE0047.png,2025-08-31,fresh
JUICE\JUICE0048.png,2025-06-25,expired
JUICE\JUICE0049.png,2025-08-29,fresh
JUICE\JUICE0050.png,2025-07-17,expiring_soon
JUICE\JUICE0051.png,2025-06-28,expired
JUICE\JUICE0052.png,2025-07-24,fresh
JUICE\JUICE0053.png,2025-07-06,expired
JUICE\JUICE0054.png,2025-07-09,expiring_soon
JUICE\JUICE0055.png,2025-07-10,expiring_soon
JUICE\JUICE0056.png,2025-08-18,fresh
JUICE\JUICE0057.png,2025-08-18,fresh
JUICE\JUICE0058.png,2025-09-06,fresh
JUICE\JUICE0059.png,2025-08-13,fresh
JUICE\JUICE0060.png,2025-08-27,fresh
JUICE\JUICE0061.png,2025-07-03,expired
JUICE\JUICE0062.png,2025-07-27,fresh
JUICE\JUICE0063.png,2025-08-23,fresh
JUICE\JUICE0064.png,2025-07-06,expired
JUICE\JUICE0065.png,2025-08-22,fresh
JUICE\JUICE0066.png,2025-08-18,fresh
JUICE\JUICE0067.png,2025-07-25,fresh
JUICE\JUICE0068.png,2025-08-31,fresh
JUICE\JUICE0069.png,2025-08-18,fresh
JUICE\JUICE0070.png,2025-07-16,expiring_soon
JUICE\JUICE0071.png,2025-08-10,fresh
JUICE\JUICE0072.png,2025-08-31,fresh
JUICE\JUICE0073.png,2025-09-04,fresh
JUICE\JUICE0074.png,2025-07-22,expiring_soon
JUICE\JUICE0075.png,2025-08-17,fresh
JUICE\JUICE0076.png,2025-08-14,fresh
JUICE\JUICE0077.png,2025-07-17,expiring_soon
JUICE\JUICE0078.png,2025-06-23,expired
JUICE\JUICE0079.png,2025-07-01,expired
JUICE\JUICE0080.png,2025-08-01,fresh
JUICE\JUICE0081.png,2025-08-01,fresh
JUICE\JUICE0082.png,2025-08-13,fresh
JUICE\JUICE0083.png,2025-08-21,fresh
JUICE\JUICE0084.png,2025-06-29,expired
JUICE\JUICE0085.png,2025-06-26,expired
JUICE\JUICE0086.png,2025-07-16,expiring_soon
JUICE\JUICE0087.png,2025-09-01,fresh
JUICE\JUICE0088.png,2025-07-11,expiring_soon
JUICE\JUICE0089.png,2025-07-24,fresh
JUICE\JUICE0090.png,2025-08-25,fresh
JUICE\JUICE0091.png,2025-07-19,expiring_soon
JUICE\JUICE0092.png,2025-08-16,fresh
JUICE\JUICE0093.png,2025-07-16,expiring_soon
JUICE\JUICE0094.png,2025-07-05,expired
JUICE\JUICE0095.png,2025-07-22,expiring_soon
JUICE\JUICE0096.png,2025-07-09,expiring_soon
JUICE\JUICE0097.png,2025-06-26,expired
JUICE\JUICE0098.png,2025-08-13,fresh
JUICE\JUICE0099.png,2025-06-30,expired
JUICE\JUICE0100.png,2025-08-29,fresh
JUICE\JUICE0101.png,2025-08-06,fresh
JUICE\JUICE0102.png,2025-07-22,expiring_soon
JUICE\JUICE0103.png,2025-08-21,fresh
JUICE\JUICE0104.png,2025-08-23,fresh
JUICE\JUICE0105.png,2025-08-23,fresh
JUICE\JUICE0106.png,2025-08-13,fresh
JUICE\JUICE0107.png,2025-08-26,fresh
JUICE\JUICE0108.png,2025-08-23,fresh
JUICE\JUICE0109.png,2025-07-31,fresh
JUICE\JUICE0110.png,2025-07-31,fresh
JUICE\JUICE0111.png,2025-07-26,fresh
JUICE\JUICE0112.png,2025-08-30,fresh
JUICE\JUICE0113.png,2025-08-06,fresh
JUICE\JUICE0114.png,2025-07-21,expiring_soon
JUICE\JUICE0115.png,2025-09-03,fresh
JUICE\JUICE0116.png,2025-07-05,expired
JUICE\JUICE0117.png,2025-07-08,expiring_soon
JUICE\JUICE0118.png,2025-08-18,fresh
JUICE\JUICE0119.png,2025-07-16,expiring_soon
JUICE\JUICE0120.png,2025-08-14,fresh
JUICE\JUICE0121.png,2025-06-25,expired
JUICE\JUICE0122.png,2025-07-28,fresh
JUICE\JUICE0123.png,2025-06-28,expired
JUICE\JUICE0124.png,2025-08-28,fresh
JUICE\JUICE0125.png,2025-07-06,expired
JUICE\JUICE0126.png,2025-07-21,expiring_soon
JUICE\JUICE0127.png,2025-07-20,expiring_soon
JUICE\JUICE0128.png,2025-06-24,expired
JUICE\JUICE0129.png,2025-08-01,fresh
JUICE\JUICE0130.png,2025-07-29,fresh
JUICE\JUICE0131.png,2025-08-30,fresh
JUICE\JUICE0132.png,2025-07-10,expiring_soon
JUICE\JUICE0133.png,2025-08-20,fresh
JUICE\JUICE0134.png,2025-07-21,expiring_soon
JUICE\JUICE0135.png,2025-06-26,expired
JUICE\JUICE0136.png,2025-07-12,expiring_soon
JUICE\JUICE0137.png,2025-07-05,expired
JUICE\JUICE0138.png,2025-08-10,fresh
JUICE\JUICE0139.png,2025-07-05,expired
JUICE\JUICE0140.png,2025-08-19,fresh
JUICE\JUICE0141.png,2025-07-21,expiring_soon
JUICE\JUICE0142.png,2025-07-01,expired
JUICE\JUICE0143.png,2025-09-03,fresh
JUICE\JUICE0144.png,2025-08-19,fresh
JUICE\JUICE0145.png,2025-08-04,fresh
JUICE\JUICE0146.png,2025-08-11,fresh
JUICE\JUICE0147.png,2025-08-23,fresh
JUICE\JUICE0148.png,2025-08-19,fresh
JUICE\JUICE0149.png,2025-06-26,expired
JUICE\JUICE0150.png,2025-07-23,expiring_soon
JUICE\JUICE0151.png,2025-08-24,fresh
JUICE\JUICE0152.png,2025-07-16,expiring_soon
JUICE\JUICE0153.png,2025-08-20,fresh
JUICE\JUICE0154.png,2025-09-01,fresh
JUICE\JUICE0155.png,2025-08-19,fresh
JUICE\JUICE0156.png,2025-07-16,expiring_soon
JUICE\JUICE0157.png,2025-06-23,expired
JUICE\JUICE0158.png,2025-08-20,fresh
JUICE\JUICE0159.png,2025-07-09,expiring_soon
JUICE\JUICE0160.png,2025-08-14,fresh
JUICE\JUICE0161.png,2025-07-11,expiring_soon
JUICE\JUICE0162.png,2025-07-02,expired
JUICE\JUICE0163.png,2025-08-15,fresh
JUICE\JUICE0164.png,2025-07-28,fresh
JUICE\JUICE0165.png,2025-07-21,expiring_soon
JUICE\JUICE0166.png,2025-08-12,fresh
JUICE\JUICE0167.png,2025-08-05,fresh
JUICE\JUICE0168.png,2025-08-01,fresh
JUICE\JUICE0169.png,2025-08-11,fresh
JUICE\JUICE0170.png,2025-07-08,expiring_soon
JUICE\JUICE0171.png,2025-07-07,expired
JUICE\JUICE0172.png,2025-06-26,expired
JUICE\JUICE0173.png,2025-07-10,expiring_soon
JUICE\JUICE0174.png,2025-07-19,expiring_soon
JUICE\JUICE0175.png,2025-07-11,expiring_soon
JUICE\JUICE0176.png,2025-07-23,expiring_soon
JUICE\JUICE0177.png,2025-07-03,expired
JUICE\JUICE0178.png,2025-06-30,expired
JUICE\JUICE0179.png,2025-08-01,fresh
JUICE\JUICE0180.png,2025-08-27,fresh
JUICE\JUICE0181.png,2025-08-17,fresh
JUICE\JUICE0182.png,2025-06-23,expired
JUICE\JUICE0183.png,2025-09-05,fresh
JUICE\JUICE0184.png,2025-07-01,expired
JUICE\JUICE0185.png,2025-07-01,expired
JUICE\JUICE0186.png,2025-08-17,fresh
JUICE\JUICE0187.png,2025-08-26,fresh
JUICE\JUICE0188.png,2025-07-20,expiring_soon
JUICE\JUICE0189.png,2025-07-18,expiring_soon
JUICE\JUICE0190.png,2025-07-23,expiring_soon
JUICE\JUICE0191.png,2025-07-27,fresh
JUICE\JUICE0192.png,2025-07-25,fresh
JUICE\JUICE0193.png,2025-07-18,expiring_soon
JUICE\JUICE0194.png,2025-07-01,expired
JUICE\JUICE0195.png,2025-08-03,fresh
JUICE\JUICE0196.png,2025-08-12,fresh
JUICE\JUICE0197.png,2025-08-03,fresh
JUICE\JUICE0198.png,2025-07-13,expiring_soon
JUICE\JUICE0199.png,2025-08-21,fresh
JUICE\JUICE0200.png,2025-08-18,fresh
JUICE\JUICE0201.png,2025-07-24,fresh
JUICE\JUICE0202.png,2025-08-09,fresh
JUICE\JUICE0203.png,2025-07-05,expired
JUICE\JUICE0204.png,2025-08-15,fresh
JUICE\JUICE0205.png,2025-09-01,fresh
JUICE\JUICE0206.png,2025-08-23,fresh
JUICE\JUICE0207.png,2025-08-28,fresh
JUICE\JUICE0208.png,2025-08-29,fresh
JUICE\JUICE0209.png,2025-09-02,fresh
JUICE\JUICE0210.png,2025-08-06,fresh
JUICE\JUICE0211.png,2025-09-03,fresh
JUICE\JUICE0212.png,2025-08-02,fresh
JUICE\JUICE0213.png,2025-07-01,expired
JUICE\JUICE0214.png,2025-06-23,expired
JUICE\JUICE0215.png,2025-08-22,fresh
JUICE\JUICE0216.png,2025-07-30,fresh
JUICE\JUICE0217.png,2025-07-30,fresh
JUICE\JUICE0218.png,2025-06-26,expired
JUICE\JUICE0219.png,2025-07-27,fresh
JUICE\JUICE0220.png,2025-07-22,expiring_soon
JUICE\JUICE0221.png,2025-06-24,expired
JUICE\JUICE0222.png,2025-08-23,fresh
JUICE\JUICE0223.png,2025-06-29,expired
JUICE\JUICE0224.png,2025-08-08,fresh
JUICE\JUICE0225.png,2025-09-05,fresh
JUICE\JUICE0226.png,2025-07-29,fresh
JUICE\JUICE0227.png,2025-08-12,fresh
JUICE\JUICE0228.png,2025-08-30,fresh
JUICE\JUICE0229.png,2025-07-18,expiring_soon
JUICE\JUICE0230.png,2025-08-06,fresh
JUICE\JUICE0231.png,2025-07-30,fresh
JUICE\JUICE0232.png,2025-08-28,fresh
JUICE\JUICE0233.png,2025-07-23,expiring_soon
JUICE\JUICE0234.png,2025-09-03,fresh
JUICE\JUICE0235.png,2025-08-06,fresh
JUICE\JUICE0236.png,2025-07-30,fresh
JUICE\JUICE0237.png,2025-07-22,expiring_soon
JUICE\JUICE0238.png,2025-07-04,expired
JUICE\JUICE0239.png,2025-07-04,expired
JUICE\JUICE0240.png,2025-06-28,expired
JUICE\JUICE0241.png,2025-06-23,expired
JUICE\JUICE0242.png,2025-07-27,fresh
JUICE\JUICE0243.png,2025-07-01,expired
JUICE\JUICE0244.png,2025-07-07,expired
JUICE\JUICE0245.png,2025-07-19,expiring_soon
JUICE\JUICE0246.png,2025-06-23,expired
JUICE\JUICE0247.png,2025-07-10,expiring_soon
JUICE\JUICE0248.png,2025-07-10,expiring_soon
JUICE\JUICE0249.png,2025-08-16,fresh
JUICE\JUICE0250.png,2025-06-29,expired
JUICE\JUICE0251.png,2025-06-25,expired
JUICE\JUICE0252.png,2025-08-12,fresh
JUICE\JUICE0253.png,2025-08-17,fresh
JUICE\JUICE0254.png,2025-08-05,fresh
JUICE\JUICE0255.png,2025-07-12,expiring_soon
JUICE\JUICE0256.png,2025-07-04,expired
JUICE\JUICE0257.png,2025-08-22,fresh
JUICE\JUICE0258.png,2025-08-23,fresh
JUICE\JUICE0259.png,2025-08-01,fresh
JUICE\JUICE0260.png,2025-08-02,fresh
JUICE\JUICE0261.png,2025-07-25,fresh
JUICE\JUICE0262.png,2025-08-09,fresh
JUICE\JUICE0263.png,2025-07-19,expiring_soon
JUICE\JUICE0264.png,2025-09-02,fresh
JUICE\JUICE0265.png,2025-08-09,fresh
JUICE\JUICE0266.png,2025-07-08,expiring_soon
JUICE\JUICE0267.png,2025-09-04,fresh
JUICE\JUICE0268.png,2025-07-05,expired
JUICE\JUICE0269.png,2025-08-30,fresh
JUICE\JUICE0270.png,2025-07-21,expiring_soon
JUICE\JUICE0271.png,2025-07-02,expired
JUICE\JUICE0272.png,2025-08-26,fresh
JUICE\JUICE0273.png,2025-08-07,fresh
JUICE\JUICE0274.png,2025-07-22,expiring_soon
JUICE\JUICE0275.png,2025-06-27,expired
JUICE\JUICE0276.png,2025-08-29,fresh
JUICE\JUICE0277.png,2025-06-23,expired
JUICE\JUICE0278.png,2025-08-21,fresh
JUICE\JUICE0279.png,2025-07-20,expiring_soon
JUICE\JUICE0280.png,2025-07-16,expiring_soon
JUICE\JUICE0281.png,2025-08-02,fresh
JUICE\JUICE0282.png,2025-08-19,fresh
JUICE\JUICE0283.png,2025-06-30,expired
JUICE\JUICE0284.png,2025-08-30,fresh
JUICE\JUICE0285.png,2025-08-23,fresh
JUICE\JUICE0286.png,2025-06-23,expired
JUICE\JUICE0287.png,2025-08-16,fresh
JUICE\JUICE0288.png,2025-08-22,fresh
JUICE\JUICE0289.png,2025-08-17,fresh
JUICE\JUICE0290.png,2025-07-27,fresh
JUICE\JUICE0291.png,2025-08-26,fresh
JUICE\JUICE0292.png,2025-08-11,fresh
JUICE\JUICE0293.png,2025-07-08,expiring_soon
JUICE\JUICE0294.png,2025-07-23,expiring_soon
JUICE\JUICE0295.png,2025-06-29,expired
JUICE\JUICE0296.png,2025-06-24,expired
JUICE\JUICE0297.png,2025-07-28,fresh
JUICE\JUICE0298.png,2025-07-24,fresh
JUICE\JUICE0299.png,2025-06-28,expired
JUICE\JUICE0300.png,2025-08-27,fresh
JUICE\JUICE0301.png,2025-07-22,expiring_soon
MILK\MILK0000.png,2025-07-20,expiring_soon
MILK\MILK0001.png,2025-07-24,fresh
MILK\MILK0002.png,2025-07-07,expired
MILK\MILK0003.png,2025-07-28,fresh
MILK\MILK0004.png,2025-08-29,fresh
MILK\MILK0005.png,2025-07-23,expiring_soon
MILK\MILK0006.png,2025-08-14,fresh
MILK\MILK0007.png,2025-08-04,fresh
MILK\MILK0008.png,2025-09-05,fresh
MILK\MILK0009.png,2025-09-06,fresh
MILK\MILK0010.png,2025-08-14,fresh
MILK\MILK0011.png,2025-07-07,expired
MILK\MILK0012.png,2025-09-03,fresh
MILK\MILK0013.png,2025-08-12,fresh
MILK\MILK0014.png,2025-07-14,expiring_soon
MILK\MILK0015.png,2025-08-26,fresh
MILK\MILK0016.png,2025-08-28,fresh
MILK\MILK0017.png,2025-08-12,fresh
MILK\MILK0018.png,2025-07-21,expiring_soon
MILK\MILK0019.png,2025-07-15,expiring_soon
MILK\MILK0020.png,2025-08-07,fresh
MILK\MILK0021.png,2025-08-15,fresh
MILK\MILK0022.png,2025-06-24,expired
MILK\MILK0023.png,2025-09-01,fresh
MILK\MILK0024.png,2025-09-02,fresh
MILK\MILK0025.png,2025-07-07,expired
MILK\MILK0026.png,2025-06-23,expired
MILK\MILK0027.png,2025-07-30,fresh
MILK\MILK0028.png,2025-07-20,expiring_soon
MILK\MILK0029.png,2025-08-17,fresh
MILK\MILK0030.png,2025-07-23,expiring_soon
MILK\MILK0031.png,2025-07-26,fresh
MILK\MILK0032.png,2025-08-17,fresh
MILK\MILK0033.png,2025-07-18,expiring_soon
MILK\MILK0034.png,2025-07-01,expired
MILK\MILK0035.png,2025-07-24,fresh
MILK\MILK0036.png,2025-07-22,expiring_soon
MILK\MILK0037.png,2025-07-05,expired
MILK\MILK0038.png,2025-08-30,fresh
MILK\MILK0039.png,2025-07-08,expiring_soon
MILK\MILK0040.png,2025-08-27,fresh
MILK\MILK0041.png,2025-08-04,fresh
MILK\MILK0042.png,2025-07-19,expiring_soon
MILK\MILK0043.png,2025-07-27,fresh
MILK\MILK0044.png,2025-08-04,fresh
MILK\MILK0045.png,2025-08-21,fresh
MILK\MILK0046.png,2025-08-10,fresh
MILK\MILK0047.png,2025-06-29,expired
MILK\MILK0048.png,2025-08-31,fresh
MILK\MILK0049.png,2025-09-01,fresh
MILK\MILK0050.png,2025-07-19,expiring_soon
MILK\MILK0051.png,2025-08-30,fresh
MILK\MILK0052.png,2025-08-24,fresh
MILK\MILK0053.png,2025-07-09,expiring_soon
MILK\MILK0054.png,2025-07-07,expired
MILK\MILK0055.png,2025-07-22,expiring_soon
MILK\MILK0056.png,2025-09-03,fresh
MILK\MILK0057.png,2025-07-31,fresh
MILK\MILK0058.png,2025-09-03,fresh
MILK\MILK0059.png,2025-09-02,fresh
MILK\MILK0060.png,2025-08-03,fresh
MILK\MILK0061.png,2025-07-17,expiring_soon
MILK\MILK0062.png,2025-08-18,fresh
MILK\MILK0063.png,2025-07-10,expiring_soon
MILK\MILK0064.png,2025-08-20,fresh
MILK\MILK0065.png,2025-08-21,fresh
MILK\MILK0066.png,2025-08-09,fresh
MILK\MILK0067.png,2025-07-16,expiring_soon
MILK\MILK0068.png,2025-07-22,expiring_soon
MILK\MILK0069.png,2025-08-12,fresh
MILK\MILK0070.png,2025-07-11,expiring_soon
MILK\MILK0071.png,2025-07-01,expired
MILK\MILK0072.png,2025-08-27,fresh
MILK\MILK0073.png,2025-07-22,expiring_soon
MILK\MILK0074.png,2025-08-08,fresh
MILK\MILK0075.png,2025-07-10,expiring_soon
MILK\MILK0076.png,2025-08-25,fresh
MILK\MILK0077.png,2025-07-27,fresh
MILK\MILK0078.png,2025-07-14,expiring_soon
MILK\MILK0079.png,2025-09-03,fresh
MILK\MILK0080.png,2025-07-25,fresh
MILK\MILK0081.png,2025-06-24,expired
MILK\MILK0082.png,2025-08-31,fresh
MILK\MILK0083.png,2025-07-22,expiring_soon
MILK\MILK0084.png,2025-06-25,expired
MILK\MILK0085.png,2025-07-22,expiring_soon
MILK\MILK0086.png,2025-07-03,expired
MILK\MILK0087.png,2025-06-24,expired
MILK\MILK0088.png,2025-07-12,expiring_soon
MILK\MILK0089.png,2025-07-13,expiring_soon
MILK\MILK0090.png,2025-07-09,expiring_soon
MILK\MILK0091.png,2025-07-28,fresh
MILK\MILK0092.png,2025-06-29,expired
MILK\MILK0093.png,2025-07-24,fresh
MILK\MILK0094.png,2025-08-26,fresh
MILK\MILK0095.png,2025-08-24,fresh
MILK\MILK0096.png,2025-07-06,expired
MILK\MILK0097.png,2025-09-06,fresh
MILK\MILK0098.png,2025-09-05,fresh
MILK\MILK0099.png,2025-08-05,fresh
MILK\MILK0100.png,2025-07-27,fresh
MILK\MILK0101.png,2025-06-29,expired
MILK\MILK0102.png,2025-06-25,expired
MILK\MILK0103.png,2025-09-05,fresh
MILK\MILK0104.png,2025-08-26,fresh
MILK\MILK0105.png,2025-07-10,expiring_soon
MILK\MILK0106.png,2025-08-15,fresh
MILK\MILK0107.png,2025-08-18,fresh
MILK\MILK0108.png,2025-08-02,fresh
MILK\MILK0109.png,2025-06-25,expired
MILK\MILK0110.png,2025-07-15,expiring_soon
MILK\MILK0111.png,2025-07-20,expiring_soon
MILK\MILK0112.png,2025-08-03,fresh
MILK\MILK0113.png,2025-07-08,expiring_soon
MILK\MILK0114.png,2025-07-01,expired
MILK\MILK0115.png,2025-08-08,fresh
MILK\MILK0116.png,2025-08-11,fresh
MILK\MILK0117.png,2025-08-25,fresh
MILK\MILK0118.png,2025-08-18,fresh
MILK\MILK0119.png,2025-08-16,fresh
MILK\MILK0120.png,2025-08-19,fresh
MILK\MILK0121.png,2025-08-03,fresh
MILK\MILK0122.png,2025-09-06,fresh
MILK\MILK0123.png,2025-07-23,expiring_soon
MILK\MILK0124.png,2025-06-30,expired
MILK\MILK0125.png,2025-09-05,fresh
MILK\MILK0126.png,2025-08-22,fresh
MILK\MILK0127.png,2025-08-09,fresh
MILK\MILK0128.png,2025-06-25,expired
MILK\MILK0129.png,2025-06-24,expired
MILK\MILK0130.png,2025-06-29,expired
MILK\MILK0131.png,2025-08-15,fresh
MILK\MILK0132.png,2025-07-22,expiring_soon
MILK\MILK0133.png,2025-08-02,fresh
MILK\MILK0134.png,2025-07-01,expired
MILK\MILK0135.png,2025-08-23,fresh
MILK\MILK0136.png,2025-07-09,expiring_soon
MILK\MILK0137.png,2025-08-15,fresh
MILK\MILK0138.png,2025-07-26,fresh
MILK\MILK0139.png,2025-07-02,expired
MILK\MILK0140.png,2025-08-22,fresh
MILK\MILK0141.png,2025-07-03,expired
MILK\MILK0142.png,2025-08-27,fresh
MILK\MILK0143.png,2025-07-26,fresh
MILK\MILK0144.png,2025-09-06,fresh
MILK\MILK0145.png,2025-06-30,expired
MILK\MILK0146.png,2025-08-27,fresh
MILK\MILK0147.png,2025-07-26,fresh
MILK\MILK0148.png,2025-08-11,fresh
MILK\MILK0149.png,2025-08-17,fresh
MILK\MILK0150.png,2025-08-18,fresh
MILK\MILK0151.png,2025-08-06,fresh
MILK\MILK0152.png,2025-08-01,fresh
MILK\MILK0153.png,2025-06-29,expired
MILK\MILK0154.png,2025-08-20,fresh
MILK\MILK0155.png,2025-08-09,fresh
MILK\MILK0156.png,2025-07-24,fresh
MILK\MILK0157.png,2025-09-03,fresh
MILK\MILK0158.png,2025-06-25,expired
MILK\MILK0159.png,2025-06-29,expired
MILK\MILK0160.png,2025-07-26,fresh
MILK\MILK0161.png,2025-07-24,fresh
NUTS\NUTS0000.png,2025-09-05,fresh
NUTS\NUTS0001.png,2025-08-11,fresh
NUTS\NUTS0002.png,2025-08-01,fresh
NUTS\NUTS0003.png,2025-08-11,fresh
NUTS\NUTS0004.png,2025-08-18,fresh
NUTS\NUTS0005.png,2025-08-23,fresh
NUTS\NUTS0006.png,2025-08-21,fresh
NUTS\NUTS0007.png,2025-08-15,fresh
NUTS\NUTS0008.png,2025-07-15,expiring_soon
NUTS\NUTS0009.png,2025-08-29,fresh
NUTS\NUTS0010.png,2025-07-17,expiring_soon
NUTS\NUTS0011.png,2025-09-05,fresh
NUTS\NUTS0012.png,2025-07-18,expiring_soon
NUTS\NUTS0013.png,2025-07-05,expired
NUTS\NUTS0014.png,2025-08-22,fresh
NUTS\NUTS0015.png,2025-07-08,expiring_soon
NUTS\NUTS0016.png,2025-07-14,expiring_soon
NUTS\NUTS0017.png,2025-07-07,expired
NUTS\NUTS0018.png,2025-06-24,expired
NUTS\NUTS0019.png,2025-07-30,fresh
NUTS\NUTS0020.png,2025-08-25,fresh
NUTS\NUTS0021.png,2025-07-06,expired
NUTS\NUTS0022.png,2025-08-31,fresh
NUTS\NUTS0023.png,2025-07-02,expired
NUTS\NUTS0024.png,2025-08-29,fresh
NUTS\NUTS0025.png,2025-08-08,fresh
NUTS\NUTS0026.png,2025-08-03,fresh
NUTS\NUTS0027.png,2025-08-19,fresh
NUTS\NUTS0028.png,2025-08-02,fresh
NUTS\NUTS0029.png,2025-08-20,fresh
NUTS\NUTS0030.png,2025-06-28,expired
NUTS\NUTS0031.png,2025-07-22,expiring_soon
NUTS\NUTS0032.png,2025-08-11,fresh
NUTS\NUTS0033.png,2025-09-05,fresh
NUTS\NUTS0034.png,2025-08-21,fresh
NUTS\NUTS0035.png,2025-09-04,fresh
NUTS\NUTS0036.png,2025-07-20,expiring_soon
NUTS\NUTS0037.png,2025-07-19,expiring_soon
NUTS\NUTS0038.png,2025-08-23,fresh
NUTS\NUTS0039.png,2025-07-10,expiring_soon
NUTS\NUTS0040.png,2025-06-25,expired
NUTS\NUTS0041.png,2025-07-22,expiring_soon
NUTS\NUTS0042.png,2025-08-15,fresh
NUTS\NUTS0043.png,2025-09-06,fresh
NUTS\NUTS0044.png,2025-08-05,fresh
NUTS\NUTS0045.png,2025-07-10,expiring_soon
NUTS\NUTS0046.png,2025-08-26,fresh
NUTS\NUTS0047.png,2025-07-28,fresh
NUTS\NUTS0048.png,2025-07-06,expired
NUTS\NUTS0049.png,2025-07-21,expiring_soon
NUTS\NUTS0050.png,2025-07-21,expiring_soon
NUTS\NUTS0051.png,2025-07-27,fresh
NUTS\NUTS0052.png,2025-06-26,expired
NUTS\NUTS0053.png,2025-08-22,fresh
NUTS\NUTS0054.png,2025-07-24,fresh
NUTS\NUTS0055.png,2025-07-06,expired
NUTS\NUTS0056.png,2025-07-17,expiring_soon
NUTS\NUTS0057.png,2025-08-02,fresh
NUTS\NUTS0058.png,2025-07-27,fresh
NUTS\NUTS0059.png,2025-08-03,fresh
NUTS\NUTS0060.png,2025-07-06,expired
NUTS\NUTS0061.png,2025-07-19,expiring_soon
NUTS\NUTS0062.png,2025-07-27,fresh
NUTS\NUTS0063.png,2025-07-16,expiring_soon
NUTS\NUTS0064.png,2025-08-07,fresh
NUTS\NUTS0065.png,2025-07-05,expired
NUTS\NUTS0066.png,2025-07-31,fresh
NUTS\NUTS0067.png,2025-09-03,fresh
NUTS\NUTS0068.png,2025-07-19,expiring_soon
NUTS\NUTS0069.png,2025-07-27,fresh
NUTS\NUTS0070.png,2025-08-28,fresh
NUTS\NUTS0071.png,2025-07-06,expired
NUTS\NUTS0072.png,2025-08-31,fresh
NUTS\NUTS0073.png,2025-08-08,fresh
NUTS\NUTS0074.png,2025-07-21,expiring_soon
NUTS\NUTS0075.png,2025-06-30,expired
NUTS\NUTS0076.png,2025-07-28,fresh
NUTS\NUTS0077.png,2025-08-24,fresh
NUTS\NUTS0078.png,2025-07-28,fresh
NUTS\NUTS0079.png,2025-08-02,fresh
NUTS\NUTS0080.png,2025-08-16,fresh
NUTS\NUTS0081.png,2025-06-29,expired
NUTS\NUTS0082.png,2025-06-29,expired
NUTS\NUTS0083.png,2025-07-08,expiring_soon
NUTS\NUTS0084.png,2025-07-09,expiring_soon
NUTS\NUTS0085.png,2025-07-05,expired
NUTS\NUTS0086.png,2025-08-14,fresh
NUTS\NUTS0087.png,2025-07-04,expired
NUTS\NUTS0088.png,2025-06-30,expired
NUTS\NUTS0089.png,2025-07-27,fresh
NUTS\NUTS0090.png,2025-09-05,fresh
NUTS\NUTS0091.png,2025-07-13,expiring_soon
NUTS\NUTS0092.png,2025-07-01,expired
NUTS\NUTS0093.png,2025-07-31,fresh
NUTS\NUTS0094.png,2025-08-29,fresh
NUTS\NUTS0095.png,2025-07-02,expired
NUTS\NUTS0096.png,2025-07-15,expiring_soon
NUTS\NUTS0097.png,2025-07-19,expiring_soon
NUTS\NUTS0098.png,2025-07-08,expiring_soon
NUTS\NUTS0099.png,2025-07-21,expiring_soon
NUTS\NUTS0100.png,2025-08-14,fresh
NUTS\NUTS0101.png,2025-07-06,expired
NUTS\NUTS0102.png,2025-09-05,fresh
NUTS\NUTS0103.png,2025-07-04,expired
NUTS\NUTS0104.png,2025-07-19,expiring_soon
NUTS\NUTS0105.png,2025-07-27,fresh
NUTS\NUTS0106.png,2025-08-31,fresh
NUTS\NUTS0107.png,2025-07-31,fresh
NUTS\NUTS0108.png,2025-08-06,fresh
NUTS\NUTS0109.png,2025-07-12,expiring_soon
NUTS\NUTS0110.png,2025-06-26,expired
NUTS\NUTS0111.png,2025-07-24,fresh
NUTS\NUTS0112.png,2025-08-16,fresh
NUTS\NUTS0113.png,2025-08-07,fresh
NUTS\NUTS0114.png,2025-08-18,fresh
NUTS\NUTS0115.png,2025-08-28,fresh
NUTS\NUTS0116.png,2025-08-28,fresh
NUTS\NUTS0117.png,2025-07-30,fresh
NUTS\NUTS0118.png,2025-07-26,fresh
NUTS\NUTS0119.png,2025-08-07,fresh
NUTS\NUTS0120.png,2025-09-03,fresh
NUTS\NUTS0121.png,2025-07-27,fresh
NUTS\NUTS0122.png,2025-07-29,fresh
NUTS\NUTS0123.png,2025-07-16,expiring_soon
NUTS\NUTS0124.png,2025-09-05,fresh
NUTS\NUTS0125.png,2025-07-10,expiring_soon
NUTS\NUTS0126.png,2025-09-05,fresh
NUTS\NUTS0127.png,2025-07-18,expiring_soon
NUTS\NUTS0128.png,2025-08-03,fresh
